BVI 伯士维尔
BWQ 布鲁窝利纳
BWT 伯尼
CAZ 科巴
CBI 巴仑角岛
CBR 堪培拉
CED 塞杜纳
CFS 科夫斯港
CMA 坎纳马拉
CMD 库塔蒙拉
CNB 库南布
CNJ 克郎加里
CNS 开恩兹
CPD 古伯巴地
CSI 卡息诺
CTL 查理维尔
CTN 科克顿
CUY 乔
CVQ 加那芬
CWT 科拉
DBO 达博
DNQ 德尼利昆
DPO 德文彼特
DRB 德比
DRW 达尔文
EMD 埃默拉尔德
EPR 埃斯佩兰斯
FLS 弗林德斯德
FRB 福布斯
GET 杰拉尔顿
GFF 格里菲斯
GFN 格拉夫顿
GLI 格伦因尼斯
GLT 格伦德斯通
GTE 格鲁特岛
HAP 长岛
HBA 荷伯德
HGD 休恩登
HTI 哈密尔顿岛
KGI 卡尔吉利
KNS 金岛
KNX 库努纳拉
KPS 肯普西
KRB 卡兰巴
KTR 凯瑟琳
LGH 利克里克
LRE 朗里奇
LVO 拉弗顿
MBH 马里伯勒
MEL 墨尔本
MKR 米卡萨拉
MKY 麦凯
NAA 纳拉布赖
NTL 纽卡斯尔
NYN 宁根
OOL 黄金海岸
PER 柏斯
PLO 林肯港
RMA 罗马
RMK 伦马克
ROK 罗夫汉普顿
SGO 圣乔治
SIX 辛格尔顿
SQC 南克罗斯
SRN 斯特拉思
SXE 塞尔
SYD 悉尼
TIS 星期四岛
TMW 塔姆沃思
TRO 塔里
TSV 汤斯维尔
TWB 图文巴
WWY 西怀厄朗
WYN 温德姆
MFM 澳门
GRZ 格拉莰
INN 因斯布鲁克
LNZ 林莰
SZG 萨尔斯堡
VIE 维也纳
BUG 本格拉
CAB 卡奔达
LAD 罗安达
UGO 威热
IXZ 布莱尔港
TLL 塔林
CFN 多尼哥
DUB 都柏林
GWY 戈尔韦
SNN 善农
SXL 斯莱戈
DIR 德雷达瓦
GDQ 贡德尔
ALY 亚历山大
ASW 阿斯旺
CAI 开罗
LXR 卢克索
KVD 古贾
MCT 马斯哈特
SLL 塞拉莱
AAN 艾恩
AUH 雅布达比
DXB 杜拜
AUA 阿鲁巴
AEP 布宜诺斯
BHI 布兰卡湾
BUE 布宜诺斯
CNQ 科连特斯
COR 科多巴
CPC 圣马田
CRD 里瓦达维亚
CTC 卡塔马卡
EQS 埃斯克尔
FMA 福莫萨
RGA 里奥格兰德
ROS 罗萨里奥
RSA 圣罗莎
SFN 圣菲
SLA 萨尔曼
TDL 坦迪尔
TUC 图库曼
UAQ 圣胡安
VDM 别德马
KBL 喀布尔
EVN 埃里温
AAE 安纳巴
ALG 阿尔及尔
AZR 阿得拉
BSK 比斯加拉
CZL 康士坦丁
DJG 贾奈特
GHA 盖尔达耶
OGX 瓦兰格拉
ORN 奥兰
TIN 延杜夫
ACV ARCATA
CUR 库腊索
EC EC
HKD HAKODATE
JON 约汉斯顿岛
KHI 卡拉奇
OUA 瓦加杜古
SDQ 圣多明各
SFG 圣马丁
SLN SLN
SPI SPI
SWF SWF
TRI TRI
TYS TYS
ZZZ ZZZ
AXF 阿拉善左旗
CIH 长治王村
FSZ 牧之原机场
FUG 阜阳
HHA 长沙黄花
HHN 法兰克福哈恩
HIA 哈马德
IKT 伊尔库茨克
MWX 务安
ZGC 兰州中川
ZYI 遵义
DSN 鄂尔多斯
代码 城市
SHA 上海
PVG 浦东
KWE 贵阳
WXN 万县
LUZ 庐山
NTG 南通
CIF 赤峰
MDG 牡丹江
JDZ 景德镇
HET 呼和浩特
KRY 克拉马依
DDG 丹东
KHN 南昌
YIH 宜昌
GHN 广汉
YNJ 延吉
KHV 伯力
INC 银川
TEN 铜仁
JUZ 衢州
DAX 达县
HSN 丹山
MIG 绵阳
YIW 义乌
SJW 石家庄
AAT 阿勒泰
HLH 乌兰浩特
JHG 西双版纳
JUZ 锦州
XMN 厦门
DAT 大同
ENH 恩施
YBP 宜宾
GYS 广元
DYG 张家界
XIL 锡林浩特
JJN 晋江
TXN 黄山
CIU 长治
HEK 黑河
LYI 临沂
LIA 梁平
CGD 常德
NGB 宁波
UYN 榆林
CHG 朝阳
HNY 衡阳
NAO 南充
LJG 丽江
KNC 吉安
ABE PENNSYLVANIA
ABI TEXAS
ABJ 阿必尚
ABQ 阿波寇尔克
ABR SOUTH DAKOTA
ABV NIGERIA
ABZ 雅柏丁 (英国)
ACA 亚加普科
ACA MEXICO
ACT TEXAS
ACV CALIFORNIA
ADD 阿迪斯阿鲁巴
AEX LOUISIANA
AGP SPAIN 
AGS GEORGIA 
AIA NEBRASKA
ALB NEW YORK
ALO IOWA
ALS COLORADO
AMA TEXAS
AMI INDONESIA
AMS 阿姆斯特丹
ANC 安克拉治
ANK 安卡拉
ARA LOUISIANA
ASE COLORADO 
ATH 雅典 
ATW WISCONSIN
ATY SOUTH DAKOTA 
AUH UNITED ARAB EMIRATES
AUW WISCONSIN
AVL NORTH CAROLINA
AVP PENNSYLVANIA
AZO MICHIGAN
BAG 碧港
BCN 巴塞隆纳
BDL CONNECTICUT
BEG YUGOSLAVIA
BFF NEBRASKA
BFL CALIFORNIA
BFS 比萨
BGF 班基
BGI 桥镇
BGM NEW YORK
BGO NORWAY
BGR MAINE
BGW 巴格达
BIL MONTANA
BKI 亚庇
BKX SOUTH DAKOTA
BLI WASHINGTON
BLQ ITALY
BLZ 布兰太
BMG INDIANA
BMI ILLINOIS
BNA TENNESSEE
BNE 布里斯本
BNJ 波昂
BOI IDAHO
BPT TEXAS
BRL IOWA
BRS 布理斯托 (英国)
BSB 巴西利亚
BTR LOUISIANA
BTV VERMONT
BUD HUNGARY
BUE 布宜诺斯艾利斯
BUF 水牛城
BUH ROMANIA
BUR CALIFORNIA
BWI 华盛顿
BWN 汶莱
BZN MONTANA
BZV 布拉萨市
CAE SOUTH CAROLINA
CAK OHIO
CAS 卡萨马达卡
CAY 开雪
CBR 坎培拉
CDR NEBRASKA
CEC CALIFORNIA
CEZ COLORADO
CGP 吉大港 
CHA TENNESSEE
CHO VIRGINIA
CHS SOUTH CAROLINA
CIC CALIFORNIA
CID IOWA
CJU 济州
CKG 重庆 
CKY 柯那克里
CLD CALIFORNIA
CLT NORTH CAROLINA
CMB 可伦坡
CMH OHIO
CMI ILLINOIS
CMJ 七美
CNS 凯恩斯
CNX 清迈
COD WYOMING
COO 柯多努
COS COLORADO 
CPR WYOMING
CRP TEXAS
CRW WEST VIRGINIA
CSG GEORGIA
CSL CALIFORNIA
CTS 札幌
CWA WISCONSIN
CWL 卡地夫 (英国)
CYS WYOMING
DAB FLORIDA
DAM 大马士革
DAR 达莱撤兰
DAY OHIO
DBQ IOWA
DDC KANSAS
DEC ILLINOIS
DIK NORTH DAKOTA
DIL 帝利
DKR 达卡
DOH 杜哈
DRO COLORADO
DSM IOWA
DTW 底特律
DUB 都伯林
DUS 杜塞道夫
DVL NORTH DAKOTA
DVO PHILIPPINES
DYG 张家界 
EBB 恩特比/坎帕拉
EGE COLORADO
ELM NEW YORK
ELP TEXAS
ESC MICHIGAN
EUG OREGON 
EVV INDIANA
EWR 纽约 
EYW FLORIDA
FAO PORTUGAL
FAR NORTH DAKOTA
FAT CALIFORNIA
FCO 罗马ITALY
FIA 金夏沙
FLL FLORIDA
FMN NEW MEXICO
FMY FLORIDA
FNA 自由城
FRM MINNESOTA
FSD SOUTH DAKOTA
FSM ARKANSAS
FTL 拉米堡
FWA INDIANA
GBG ILLINOIS
GCC WYOMING
GCK KANSAS
GEG WASHINGTON
GGG TEXAS
GJT COLORADO
GNI 绿岛
GNV FLORIDA
GOA ITALY
GOT SWEDEN
GRB WISCONSIN
GRG 乔治市
GRI NEBRASKA
GRR MICHIGAN
GRZ AUSTRIA
GSO NORTH CAROLINA
GSP SOUTH CAROLINA
GTF MONTANA
GUA 瓜地马拉市
GUC COLORADO
GVA 日内瓦 
HAJ GERMANY
HAR PENNSYLVANIA
HAV 哈瓦那
HBA 荷巴特
HBT    
HDN COLORADO
HEL 赫尔新基
HFD CONNECTICUT
HKD 函馆
HKT 普吉岛
HND 东京羽田
HNL 夏威夷
HON SOUTH DAKOTA
HOU 休斯顿
HPN NEW YORK 
HRE ZIMBABWE
HRL TEXAS
HSV ALABAMA
HTI   
HUF INDIANA
HUY (英国)
HYS KANSAS
IAD 华盛顿         
IAH 休斯顿
ICN 仁川
ICT KANSAS
IEV KRAINE
ILE TEXAS
IMT MICHIGAN
IND 印也安那
INN AUSTRIA
INU 诺鲁
IPL CALIFORNIA 
ISN NORTH DAKOTA
IWD MICHIGAN
IYK CALIFORNIA
JAC WYOMING
JAN MISSISSIPPI
JAX FLORIDA
JED 吉达
JMS NORTH DAKOTA
KBP UKRAINE
KCH 古晋
KHI 喀拉蚩
KIN 京士顿
KIX 大阪 
KLU AUSTRIA
KMG 昆明 
KRK POLAND
KRT 卡土穆 　
KWE 贵阳 
KYD 兰屿
LAD 卢安达
LAF INDIANA
LAN MICHIGAN
LAR WYOMING
LAS 拉斯维加
LBA 里兹 (英国)
LBF NEBRASKA
LBL KANSAS
LBV 自由府
LCH LOUISIANA
LED RUSSIAN FEDERATION 
LEX KENTUCKY
LFT LOUISIANA
LFW 洛梅
LGB CALIFORNIA
LGK 兰卡威
LHR 伦敦 
LHW 兰州 
LIN 米兰ITALY
LIS 里斯本 
LIT 小岩石城
LJU (SLOVENIA)
LLW 里郎威
LNK NEBRASKA
LNZ AUSTRIA
LOS 拉哥斯
LPA 拉斯巴马斯
LRD TEXAS
LSE WISCONSIN 
LUM 鲁伦素马凯斯
LUN 路沙卡
LUX  
LYA 洛阳 
LYH VIRGINIA
LYS FRANCE 
MAF TEXAS 
MAO 玛瑙斯 
MAY BAHAMAS
MBL MICHIGAN
MBS MICHIGAN
MCE CALIFORNIA
MCI MISSOURI
MCT 马斯开特
MCW IOWA
MDC 马纳都
MDH ILLINOIS
MDT PENNSYLVANIA
MEM TENNESSEE
MEX 墨西哥
MFE TEXAS
MFK 马祖
MFR OREGON
MGA 马拿瓜
MGM ALABAMA
MGQ 摩加迪休
MHT NEW HAMPSHIRE
MIM AUSTRALIA
MKC MISSOURI
MKE 米瓦克
MKG MICHIGAN
MLA 马尔他
MLB FLORIDA 
MLE 马尔地夫
MLI ILLINOIS
MLU LOUISIANA
MLW 濛罗维亚
MME (英国)
MOB ALABAMA
MOD CALIFORNIA
MOW RUSSIAN FEDERATION
MPL FRANCE
MRS FRANCE
MRU 模里西斯
MRY CALIFORNIA
MSN WISCONSIN
MSO MONTANA
MSP 明尼亚波利
MSU 马基鲁
MTJ COLORADO
MTO ILLINOIS
MTS 马基尼
MVD 蒙地维多
MVN ILLINOIS
MXP 米兰ITALY
MXZ 梅县 
NAN 南地
NAP NAPLES
NBO 奈洛比
NCL 新堡 (英国)
NDJ 恩将纳
NIM 尼阿美
NKG 南京 
NNG 南宁 
NOU 努美亚
NRT 东京成田
NWI 挪利其 (英国)
OAK CALIFORNIA
ODS UKRAINE
OFK NEBRASKA
OKA 琉球 
OKC 奥克拉荷马城 
OKD 札幌
OMA NEBRASKA
ONT CALIFORNIA
ORF VIRGINIA
OSH WISCONSIN 
OSL 奥斯陆
OTM IOWA
OXR CALIFORNIA
PAP 太子港
PBI FLORIDA
PBM 巴拉马利波
PDG INDONESIA
PDX 波特兰,OREGON
PEK 北京 
PEN 檳城
PER 伯斯
PFN FLORIDA
PHF VIRGINIA
PIA ILLINOIS
PIR SOUTH DAKOTA
PIT 匹菲堡
PKU INDONESIA
PLM 巨港
PNS FLORIDA
POM 摩勒斯比港
POS 西班牙港
POU NEW YORK      
PPG 巴哥巴哥
PPT 大溪地
PSC WASHINGTON
PSP CALIFORNIA
PUB COLORADO
PUW WASHINGTON
PVD RHODE ISLAND
PWM MAINE
QBF COLORADO
QWF COLORADO
RAK MOROCCO
RAP SOUTH DAKOTA
RDD CALIFORNIA
RDM OREGON
RDU NORTH CAROLINA
REL 雷雪夫
RFD ILLINOI
RIC VIRGINIA
RIW WYOMING
RIX LATVIA
RKS WYOMING
RNO NEVADA
ROA VIRGINIA
ROC NEW YORK
RST MINNESOTA
RSW FLORIDA
RUH 利雅德
SAF NEW MEXICO
SAL 圣萨尔多
SAN CALIFORNIA 
SAT 圣安东尼
SAV GEORGIA
SAY 索斯柏里
SBA CALIFORNIA
SBN INDIANA
SBP CALIFORNIA
SBW 诗诬
SCE PENNSYLVANIA
SCL 圣地牙哥
SDF KENTUCKY
SDQ 圣多明哥
SEC FRANCE
SEL 汉城 
SGF MISSOURI
SGN 胡自明市
SHE 沈阳 
SHR WYOMING
SHV LOUISIANA
SIA 西安 
SJT TEXAS
SMF CALIFORNIA
SMX CALIFORNIA
SNA CALIFORNIA
SNN 善隆
SOF BULGARIA
SPI ILLINOIS
SPK 札幌
SPN 塞班
SPS TEXAS
SPU (克罗埃西亚)
SPW IOWA
SRQ FLORIDA
STO 斯维哥尔摩
STR 司徒加特
STS CALIFORNIA
SUB 泗水
SWA 汕头 
SWF NEW YORK
SYD 雪梨
SYR 雪城
SZG AUSTRIA
TAO 青岛 
TBU 东加大埔
TEX COLORADO
TGU 德古斯加巴
THR 德黑兰
TIP 的黎波里
TLH FLORIDA
TLL ESTONIA
TLS FRANCE
TNA 济南 
TNG MOROCCO
TNR 塔娜娜刺绵
TOL OHIO
TPA FLORIDA
TPE 桃园中正机场
TRI TENNESSEE
TSA 松山
TSR ROMANIA
TUL OKLAHOMA
TUN 突尼斯 
TUS 吐桑
TVC MICHIGAN
TXK ARKANSAS
TXL 柏林 
TXN 黄山 
TYN 太原 
TYR TEXAS
TYS TENNESSEE
UBS MISSISSIPPI
UIN ILLINOIS
URC 乌鲁木齐 
VCE 威尼斯ITALY
VIS CALIFORNIA
VNO LITHUANIA
VRN ITALY
VTE 永珍
WAW POLAND
WDH 温厘克
WNZ 温州 
WOT 望安
WRL WYOMING
WRO POLAND
WUH 武汉 
XIY 咸阳 
YAM 所圣玛利
YAO 雅恩德
YBC 贝克
YBG 波哥维
YBL 原贝尔河  
YCD 娜娜莫  
YCG 卡司特雷加 
YDF 鹿湖
YEA 艾德顿
YFC 菲德里镇
YGP 加斯佩
YKA 康露市   
YKM WASHINGTON
YKN SOUTH DAKOTA
YLL 罗明斯特
YLW 卡洛那
YMM 福麦木瑞
YMQ 蒙特利尔(蒙特娄)
YNG OHIO 
YOD 冷湖
YOW 渥太华   
YPR 鲁伯王子镇   
YQI 亚茅斯
YQL 雷丝桥
YQM 蒙克通
YQQ 康英克斯 
YQR 瑞吉娜
YQT 雷湾市
YQU 格兰伯瑞尔 
YQY 希梨
YSB 苏布瑞
YSL 圣隆那
YTS 丁敏市
YUM ARIZONA
YVO 瓦多尔
YWK 瓦布希
YXC 克蓝布鲁克
YXE 撒司卡通
YXH 麦迪森汉
YXJ 福圣约翰  
YXS 乔治王子镇
YXT 德瑞司
YXU 伦顿
YYB 北湾市 
YYC 卡加立
YYD 使密得斯
YYF 攀蒂顿    
YYG 沙络特城
YYR 鹅湾
YYT 圣约翰斯
YYY 蒙特朱利
YZF 黄刀镇 
ZAG 克罗埃西亚
ZBV COLORADO
ZRF ILLINOI
ZRH 苏黎世 
